MARKET_NAME,DATE,FB_LOWER_IMPRESSIONS,FB_UPPER_IMPRESSIONS,FB_APP_IMPRESSIONS,FB_LOWER_CLICKS,FB_UPPER_CLICKS,FB_APP_CLICKS,FB_LOWER_COST,FB_UPPER_COST,FB_APP_COST,FB_VIDEO_IMPRESSIONS,FB_STATIC_IMPRESSIONS,FB_VIDEO_CLICKS,FB_STATIC_CLICKS,FB_VIDEO_COST,FB_STATIC_COST,FB_TOTAL_IMPRESSIONS,FB_TOTAL_CLICKS,FB_TOTAL_COST,PMAX_LOCAL,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS,GOOGLE_SEARCH_BRAND_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_YOUTUBE_IMPRESSIONS,GOOGLE_SEARCH_NONBRAND_CLICKS,GOOGLE_SEARCH_BRAND_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_YOUTUBE_CLICKS,GOOGLE_SEARCH_NONBRAND_COST,GOOGLE_SEARCH_BRAND_COST,GOOGLE_PMAX_COST,GOOGLE_DISPLAY_COST,GOOGLE_YOUTUBE_COST,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS_2,GOOGLE_PMAX_IMPRESSIONS_2,GOOGLE_OTHER_IMPRESSIONS_2,GOOGLE_SEARCH_NONBRAND_CLICKS_2,GOOGLE_PMAX_CLICKS_2,GOOGLE_OTHER_CLICKS_2,GOOGLE_SEARCH_NONBRAND_COST_2,GOOGLE_PMAX_COST_2,GOOGLE_OTHER_COST_2,GOOGLE_TOTAL_IMPRESSIONS,GOOGLE_TOTAL_CLICKS,GOOGLE_TOTAL_COST,BING_SEARCH_BRAND_IMPRESSIONS,BING_SEARCH_NONBRAND_IMPRESSIONS,BING_OTHER_IMPRESSIONS,BING_SEARCH_BRAND_CLICKS,BING_SEARCH_NONBRAND_CLICKS,BING_OTHER_CLICKS,BING_SEARCH_BRAND_COST,BING_SEARCH_NONBRAND_COST,BING_OTHER_COST,BING_TOTAL_IMPRESSIONS,BING_TOTAL_CLICKS,BING_TOTAL_COST,GMV_NET_EUR,GMV_GROSS_EUR,BOOKINGS,ACTIVE_INCL_HIDDEN_VEHICLES,ACTIVE_VEHICLE_LOCATIONS,ACTIVE_VEHICLES,ACTIVE_VEHICLES_CAR,ACTIVE_VEHICLES_VAN,ACTIVE_VEHICLES_MINIBUS,ACTIVE_VEHICLES_MOVINGTRUCK,ACTIVE_VEHICLES_OTHERS,OCCUPANCY_RATE,OCCUPANCY_RATE_CAR,OCCUPANCY_RATE_VAN,OCCUPANCY_RATE_MINIBUS,OCCUPANCY_RATE_MOVINGTRUCK,OCCUPANCY_RATE_7D,OCCUPANCY_RATE_CAR_7D,OCCUPANCY_RATE_VAN_7D,OCCUPANCY_RATE_MINIBUS_7D,OCCUPANCY_RATE_MOVINGTRUCK_7D,OCCUPANCY_RATE_30D,OCCUPANCY_RATE_CAR_30D,OCCUPANCY_RATE_VAN_30D,OCCUPANCY_RATE_MINIBUS_30D,OCCUPANCY_RATE_MOVINGTRUCK_30D,AVAILABILITY_RATE,AVAILABILITY_RATE_CAR,AVAILABILITY_RATE_VAN,AVAILABILITY_RATE_MINIBUS,AVAILABILITY_RATE_MOVINGTRUCK,CRM_EMAIL_NEWSLETTER_SENDS,CRM_EMAIL_NEWSLETTER_OPENS,CRM_EMAIL_NEWSLETTER_CLICKS,CRM_EMAIL_JOURNEY_SENDS,CRM_EMAIL_JOURNEY_OPENS,CRM_EMAIL_JOURNEY_CLICKS,CRM_EMAIL_TOTAL_SENDS,CRM_EMAIL_TOTAL_OPENS,CRM_EMAIL_TOTAL_CLICKS,CRM_EMAIL_UNSUBSCRIBES,CRM_REACHABLE_AUDIENCE,CRM_CUMULATIVE_USERS,CRM_CUMULATIVE_UNSUBSCRIBES,IS_HOLIDAY,IS_LONG_WEEKEND,IS_BRIDGE_DAY,IS_SCHOOL_HOLIDAY,HOLIDAY_NAMES,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,PRECIPITATION_MM,SNOWFALL_CM,SNOW_DEPTH_M,WINDSPEED_MAX_KMH,SUNSHINE_HOURS,WEATHER_CODE,WEATHER_CONDITION,WEATHER_BUCKET,IS_FREEZING,IS_HOT,IS_SNOWING,IS_RAINING,IS_DRY,SESSIONS,NEW_USERS,TOTAL_USERS,ACTIVE_1DAY_USERS,N_LOCATIONS_ON_MARKETING,N_LOCATIONS,N_PARTNERS,N_PARTNERS_ON_MARKETING,AVG_BASE_PRICE,AVG_BASE_CAR_PRICE,AVG_PRICE,AVG_CAR_PRICE,SEO_BRAND_CLICKS_MONTH,SEO_BRAND_IMPRESSIONS_MONTH
Norway,2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,New Year's Day | New Year's Day,-7.7,-10.0,-9.0,0.0,0.00,0.51,22.4,0.00,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-01-03,0,167720,0,0,89,0,0,53.02,0,27208,140512,23,66,8.72,44.3,167720,89,53.02,1,8579,79,4093,0,0,1515,49,273,0,0,1152.26000000,5.41000000,143.88000000,0.00000000,0.00000000,8579,4093,79,1515,273,49,1152.26000000,143.88000000,5.41000000,12751,1837,1301.55000000,6,1521,691,1,52,6,0.95,21.33,0.25,2218,59,22.53,13236.770000000000,16518.370000000000,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,5,3,7,5,3,0,10911,11046,135,0,0,0,1,New Year's Day | New Year's Day,11.2,6.2,8.5,0.1,0.00,0.00,23.4,4.91,51,light_drizzle,rain,0,0,0,0,1,1876,1181,1672,1612,,,,,,,,,166,604
Sweden,2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,New Year's Day | New Year's Day,-6.8,-7.8,-7.4,1.4,0.98,0.17,24.8,0.00,71,light_snow,snow,1,0,1,0,0,,,,,,,,,,,,,,
USA,2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,New Year's Day | New Year's Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4650,69,0,0,0,780,34,0,0,0,623.84000000,4.94000000,0.00000000,0.00000000,0.00000000,4650,0,69,780,0,34,623.84000000,0.00000000,4.94000000,4719,814,628.78000000,,,,,,,,,,,,,4363.270000000000,4580.890000000000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,17,13,6,17,13,6,0,1367,1381,14,0,0,0,1,,8.9,6.8,7.7,2.4,0.00,0.00,28.2,6.35,53,drizzle,rain,0,0,0,1,0,1007,643,889,863,,,,,,,,,80,1098
Denmark,2024-01-04,28838,7664,1604,88,3,4,205.565333333,11.057333333,13.088,18233,19873,56,39,120.42,109.290666667,38106,95,229.710666667,1,4334,0,5997,0,0,1011,0,171,0,0,1879.31599999,0.00000000,218.42800000,0.00000000,0.00000000,4334,5997,0,1011,171,0,1879.31599999,218.42800000,0.00000000,10331,1182,2097.74399999,49,462,29,22,31,0,7.590666667,53.492,0,540,53,61.082666667,77217.009333390000,84179.852000080000,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,64,47,16,64,47,16,26,158248,181084,22836,0,0,0,0,,0.5,-4.2,-2.3,5.0,3.43,0.06,32.8,0.00,73,snow,snow,1,0,1,0,0,3850,1872,3135,2921,,,,,,,,,8868,12851
Germany,2024-01-04,,,,,,,,,,,,,,,,,,,1,6477,53,115,0,0,523,11,11,0,0,554.75000000,2.40000000,6.31000000,0.00000000,0.00000000,6477,115,53,523,11,11,554.75000000,6.31000000,2.40000000,6645,545,563.46000000,,,,,,,,,,,,,2010.400000000000,2475.400000000000,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,10,5,12,10,5,0,1316,1347,31,0,0,0,1,Epiphany | Epiphany,6.9,3.6,5.8,6.9,0.00,0.00,29.5,0.26,53,drizzle,rain,0,0,0,1,0,614,421,541,527,,,,,,,,,245,628
Netherlands,2024-01-04,10481,40423,0,66,16,0,80.55,29.21,0,19898,31006,39,43,37.68,72.08,50904,82,109.76,1,10561,389,4419,0,0,1710,199,369,0,0,1936.32000000,14.73000000,401.46000000,0.00000000,0.00000000,10561,4419,389,1710,369,199,1936.32000000,401.46000000,14.73000000,15369,2278,2352.51000000,0,141,1576,0,12,2,0,26.2,2.59,1717,14,28.79,45536.040000000000,51130.370000000000,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,113,72,40,113,72,40,2,18284,19246,962,0,0,0,1,,8.3,6.0,6.9,6.1,0.00,0.00,16.4,1.36,61,light_rain,rain,0,0,0,1,0,4206,2311,3526,3362,,,,,,,,,387,3372
Norway,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,-8.8,-20.2,-12.7,0.0,0.00,0.51,16.9,4.32,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-01-04,0,159998,0,0,86,0,0,52.77,0,26877,133121,14,72,8.95,43.82,159998,86,52.77,1,7759,73,2720,0,0,1270,46,214,0,0,1006.69000000,6.17000000,128.28000000,0.00000000,0.00000000,7759,2720,73,1270,214,46,1006.69000000,128.28000000,6.17000000,10552,1530,1141.14000000,5,1389,720,1,57,7,0.07,23.24,0.7,2114,65,24.01,6730.290000000000,7621.990000000000,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,15,9,4,15,9,4,0,10926,11061,135,0,0,0,1,Epiphany | Epiphany,10.8,4.6,7.9,4.1,0.00,0.00,16.3,2.41,61,light_rain,rain,0,0,0,1,0,1695,1083,1513,1464,,,,,,,,,166,604
Sweden,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Epiphany | Epiphany,-6.0,-11.8,-8.3,2.3,1.61,0.19,21.4,0.00,73,snow,snow,1,0,1,0,0,,,,,,,,,,,,,,
USA,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-05,,,,,,,,,,,,,,,,,,,1,3974,85,0,0,0,697,28,0,0,0,506.04000000,4.55000000,0.00000000,0.00000000,0.00000000,3974,0,85,697,0,28,506.04000000,0.00000000,4.55000000,4059,725,510.59000000,,,,,,,,,,,,,4412.020000000000,4763.020000000000,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,18,9,5,18,9,5,0,1385,1399,14,0,0,0,1,,8.6,5.5,6.7,2.0,0.00,0.00,39.0,0.87,51,light_drizzle,rain,0,0,0,1,0,944,571,828,792,,,,,,,,,80,1098
Denmark,2024-01-05,24660,6986,1521,78,8,2,206.178666667,11.216,13.14,17271,15896,63,25,128.922666667,101.612,33167,88,230.534666667,1,4290,0,5831,0,0,1018,0,160,0,0,2085.42133335,0.00000000,231.30266667,0.00000000,0.00000000,4290,5831,0,1018,160,0,2085.42133335,231.30266667,0.00000000,10121,1178,2316.72400002,35,514,23,17,41,0,7.448,48.489333333,-7.105427358e-15,572,58,55.937333333,54454.788000110000,65125.238666790000,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,123,95,23,123,95,23,11,158315,181160,22845,0,0,0,0,,-3.3,-6.2,-5.1,0.0,0.00,0.06,22.2,0.71,3,overcast,cloudy,1,0,0,0,1,3792,1768,3050,2818,,,,,,,,,8868,12851
Germany,2024-01-05,,,,,,,,,,,,,,,,,,,1,5399,53,147,0,0,466,14,20,0,0,450.01000000,3.03000000,10.36000000,0.00000000,0.00000000,5399,147,53,466,20,14,450.01000000,10.36000000,3.03000000,5599,500,463.40000000,,,,,,,,,,,,,4501.700000000000,4501.700000000000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,19,16,7,19,16,7,0,1335,1366,31,0,0,0,1,Epiphany | Epiphany,7.7,2.5,5.0,0.6,0.00,0.00,14.8,1.19,51,light_drizzle,rain,0,0,0,0,1,522,366,478,460,,,,,,,,,245,628
Netherlands,2024-01-05,9653,38971,0,81,15,0,80.07,29.55,0,19050,29574,37,59,39.15,70.47,48624,96,109.62,1,9138,365,4294,0,0,1551,196,355,0,0,1632.13000000,14.74000000,397.28000000,0.00000000,0.00000000,9138,4294,365,1551,355,196,1632.13000000,397.28000000,14.74000000,13797,2102,2044.15000000,0,112,1875,0,6,3,0,12.46,0.87,1987,9,13.33,58827.600000000000,65924.800000000000,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,146,100,49,146,100,49,5,18425,19391,966,0,0,0,1,,8.1,5.2,6.5,6.3,0.00,0.00,20.7,0.00,55,heavy_drizzle,rain,0,0,0,1,0,4165,2221,3419,3244,,,,,,,,,387,3372
Norway,2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,-17.2,-26.0,-23.0,0.0,0.00,0.50,8.3,5.38,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-01-05,0,159676,0,0,85,0,0,54.17,0,29733,129943,16,69,10.17,44,159676,85,54.17,1,4435,49,1443,0,0,699,23,175,0,0,536.58000000,2.21000000,121.35000000,0.00000000,0.00000000,4435,1443,49,699,175,23,536.58000000,121.35000000,2.21000000,5927,897,660.14000000,4,965,497,1,29,6,0.14,7.09,0.79,1466,36,8.02,18594.380000000000,19099.980000000000,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,10,2,13,10,2,0,10938,11073,135,0,0,0,1,Epiphany | Epiphany,7.1,1.4,4.4,1.2,0.00,0.00,28.8,6.73,53,drizzle,rain,0,0,0,1,0,1121,667,986,944,,,,,,,,,166,604
Sweden,2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Epiphany | Epiphany,-9.1,-11.6,-10.0,0.0,0.00,0.19,15.9,0.16,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
USA,2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-06,,,,,,,,,,,,,,,,,,,1,3460,68,0,0,0,576,28,0,0,0,372.85000000,4.61000000,0.00000000,0.00000000,0.00000000,3460,0,68,576,0,28,372.85000000,0.00000000,4.61000000,3528,604,377.46000000,,,,,,,,,,,,,3529.090000000000,4608.290000000000,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,3,1,4,3,1,0,1389,1403,14,0,0,0,1,,5.7,2.0,3.9,3.4,0.00,0.00,18.8,0.00,53,drizzle,rain,0,0,0,1,0,783,488,692,674,,,,,,,,,80,1098
Denmark,2024-01-06,30545,7353,1466,131,8,6,211.414666667,11.528,13.429333333,22975,16389,101,44,135.766666667,100.605333333,39364,145,236.372,1,4047,0,4508,0,0,1003,0,129,0,0,1644.20933333,0.00000000,133.06533333,0.00000000,0.00000000,4047,4508,0,1003,129,0,1644.20933333,133.06533333,0.00000000,8555,1132,1777.27466666,31,286,11,14,37,0,5.245333333,46.922666667,0,328,51,52.168,29261.424000030000,32175.496000020000,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,57,40,15,57,40,15,14,158337,181192,22855,0,0,0,0,,-2.8,-5.6,-4.2,0.0,0.00,0.06,23.7,4.95,3,overcast,cloudy,1,0,0,0,1,3311,1672,2775,2590,,,,,,,,,8868,12851
Germany,2024-01-06,,,,,,,,,,,,,,,,,,,1,4318,17,60,0,0,334,7,5,0,0,305.98000000,1.38000000,1.57000000,0.00000000,0.00000000,4318,60,17,334,5,7,305.98000000,1.57000000,1.38000000,4395,346,308.93000000,,,,,,,,,,,,,1284.450000000000,2251.850000000000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,5,3,5,5,3,0,1341,1372,31,1,0,0,0,Epiphany | Epiphany,5.6,0.8,3.5,1.6,0.00,0.00,14.8,0.00,51,light_drizzle,rain,0,0,0,1,0,414,285,376,365,,,,,,,,,245,628
Netherlands,2024-01-06,10674,40839,0,98,13,0,79.46,30.77,0,20825,30688,62,49,50.06,60.17,51513,111,110.23,1,7835,320,3340,0,0,1310,142,296,0,0,1255.00000000,11.27000000,287.91000000,0.00000000,0.00000000,7835,3340,320,1310,296,142,1255.00000000,287.91000000,11.27000000,11495,1748,1554.18000000,0,102,1496,0,3,8,0,5.89,9.82,1598,11,15.71,32026.810000000000,33956.560000000000,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,87,58,29,87,58,29,0,18509,19475,966,0,0,0,1,,5.3,0.6,3.2,0.4,0.14,0.00,17.4,0.00,71,light_snow,snow,0,0,1,0,1,3404,1848,2849,2684,,,,,,,,,387,3372
Norway,2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,-16.6,-27.2,-22.8,0.0,0.00,0.50,6.9,5.36,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-01-06,0,198050,0,0,112,0,0,56.98,0,34573,163477,24,88,10.03,46.95,198050,112,56.98,1,3385,21,1028,0,0,577,11,138,0,0,353.62000000,1.03000000,74.88000000,0.00000000,0.00000000,3385,1028,21,577,138,11,353.62000000,74.88000000,1.03000000,4434,726,429.53000000,8,823,279,2,29,1,1.02,6.36,0.11,1110,32,7.49,94.500000000000,94.500000000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,2,1,6,2,1,0,10944,11079,135,1,0,0,1,Epiphany | Epiphany,6.2,-0.2,2.4,0.0,0.00,0.00,30.3,8.85,3,overcast,cloudy,1,0,0,0,1,890,597,813,778,,,,,,,,,166,604
Sweden,2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,Epiphany | Epiphany,-9.4,-11.9,-10.8,0.0,0.00,0.19,11.5,0.16,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
USA,2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-07,,,,,,,,,,,,,,,,,,,1,3417,46,0,0,0,600,23,0,0,0,392.06000000,3.33000000,0.00000000,0.00000000,0.00000000,3417,0,46,600,0,23,392.06000000,0.00000000,3.33000000,3463,623,395.39000000,,,,,,,,,,,,,3160.330000000000,3375.730000000000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,5,2,8,5,2,0,1397,1411,14,0,0,0,1,,1.8,-3.9,-0.2,0.0,0.00,0.00,23.4,0.00,3,overcast,cloudy,1,0,0,0,1,758,497,679,659,,,,,,,,,80,1098
Denmark,2024-01-07,33345,7569,1618,151,6,3,218.453333333,11.846666667,14.052,23145,19387,104,56,132.173333333,112.178666667,42532,160,244.352,1,4560,0,4113,0,0,1162,0,195,0,0,1862.59333335,0.00000000,191.26800000,0.00000000,0.00000000,4560,4113,0,1162,195,0,1862.59333335,191.26800000,0.00000000,8673,1357,2053.86133335,55,337,266,19,19,0,9.845333333,27.738666667,-3.552713679e-15,658,38,37.584,46354.756000020000,46973.521333360000,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,46,34,15,46,34,15,20,158350,181222,22872,0,0,0,0,,-2.7,-7.2,-4.6,0.0,0.00,0.06,19.6,2.70,3,overcast,cloudy,1,0,0,0,1,3679,1847,3035,2830,,,,,,,,,8868,12851
Germany,2024-01-07,,,,,,,,,,,,,,,,,,,1,4375,18,58,0,0,352,7,13,0,0,278.87000000,0.79000000,2.90000000,0.00000000,0.00000000,4375,58,18,352,13,7,278.87000000,2.90000000,0.79000000,4451,372,282.56000000,,,,,,,,,,,,,713.000000000000,713.000000000000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,0,3,1,0,0,1344,1375,31,0,0,0,0,Epiphany | Epiphany,0.3,-3.0,-2.1,0.2,0.00,0.01,21.9,1.41,51,light_drizzle,rain,1,0,0,0,1,418,302,378,369,,,,,,,,,245,628
Netherlands,2024-01-07,11991,44678,0,115,15,0,88.18,31.73,0,24004,32665,70,60,57.02,62.89,56669,130,119.91,1,7378,231,2770,0,0,1225,127,221,0,0,1084.22000000,9.80000000,192.60000000,0.00000000,0.00000000,7378,2770,231,1225,221,127,1084.22000000,192.60000000,9.80000000,10379,1573,1286.62000000,0,116,1448,0,6,3,0,16.76,2.34,1564,9,19.1,8181.560000000000,8911.680000000000,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,15,11,8,15,11,8,1,18523,19490,967,0,0,0,1,,0.9,-2.9,-0.5,0.3,0.21,0.00,23.1,4.01,71,light_snow,snow,1,0,1,0,1,3098,1814,2752,2617,,,,,,,,,387,3372
Norway,2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,-9.0,-16.1,-10.7,0.0,0.00,0.50,6.5,0.00,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-01-07,0,217825,0,0,141,0,0,59.73,0,32851,184974,22,119,9.1,50.63,217825,141,59.73,1,3866,39,1186,0,0,652,21,146,0,0,421.21000000,1.97000000,105.79000000,0.00000000,0.00000000,3866,1186,39,652,146,21,421.21000000,105.79000000,1.97000000,5091,819,528.97000000,4,2268,936,0,92,5,0,11.97,0.77,3208,97,12.74,2966.440000000000,2966.440000000000,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,3,1,4,3,1,0,10948,11083,135,0,0,0,1,Epiphany | Epiphany,6.1,-0.6,1.9,0.0,0.00,0.00,26.3,9.12,2,partly_cloudy,dry,1,0,0,0,1,1049,668,952,918,,,,,,,,,166,604
Sweden,2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Epiphany | Epiphany,-9.3,-11.7,-10.6,0.0,0.00,0.19,12.1,0.00,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
USA,2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-08,,,,,,,,,,,,,,,,,,,1,4677,91,0,0,0,765,42,0,0,0,624.28000000,7.82000000,0.00000000,0.00000000,0.00000000,4677,0,91,765,0,42,624.28000000,0.00000000,7.82000000,4768,807,632.10000000,,,,,,,,,,,,,6916.760000000000,7684.860000000000,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397,1411,14,0,0,0,0,,-1.9,-5.2,-3.7,0.0,0.00,0.00,27.1,2.92,3,overcast,cloudy,1,0,0,0,1,1032,660,908,886,,,,,,,,,80,1098
Denmark,2024-01-08,25601,7195,1386,74,2,3,208.522666667,11.314666667,13.38,16194,17988,50,29,110.761333333,122.456,34182,79,233.217333333,1,4866,0,4419,0,0,1203,0,212,0,0,2157.59599999,0.00000000,258.62666667,0.00000000,0.00000000,4866,4419,0,1203,212,0,2157.59599999,258.62666667,0.00000000,9285,1415,2416.22266666,81,509,659,34,55,0,14.277333333,98.721333333,0,1249,89,112.998666667,72355.972000110000,81449.956000130000,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,15,8,1,15,8,1,14,158346,181229,22883,0,0,0,0,,-2.0,-4.5,-3.8,0.0,0.00,0.06,19.5,6.99,3,overcast,cloudy,1,0,0,0,1,4304,2060,3465,3220,,,,,,,,,8868,12851
Germany,2024-01-08,,,,,,,,,,,,,,,,,,,1,6842,23,108,0,0,471,5,11,0,0,500.06000000,1.14000000,5.51000000,0.00000000,0.00000000,6842,108,23,471,11,5,500.06000000,5.51000000,1.14000000,6973,487,506.71000000,,,,,,,,,,,,,4037.460000000000,4245.460000000000,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,1375,31,0,1,0,0,Epiphany | Epiphany,-2.5,-8.3,-6.5,0.2,0.14,0.01,21.4,4.19,71,light_snow,snow,1,0,1,0,1,563,418,520,508,,,,,,,,,245,628
Netherlands,2024-01-08,10512,40444,0,69,8,0,83.35,29.81,0,21528,29428,30,47,38.61,74.55,50956,77,113.16,1,10809,384,3528,0,0,1762,187,293,0,0,1957.67000000,16.01000000,293.31000000,0.00000000,0.00000000,10809,3528,384,1762,293,187,1957.67000000,293.31000000,16.01000000,14721,2242,2266.99000000,0,176,1788,0,11,9,0,27.99,7.31,1964,20,35.3,42689.700000000000,50911.890000000000,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,3,2,5,3,2,4,18523,19494,971,0,0,0,0,,-0.1,-3.8,-2.1,0.0,0.00,0.00,25.6,3.18,3,overcast,cloudy,1,0,0,0,1,4236,2359,3599,3402,,,,,,,,,387,3372
Norway,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,-12.5,-16.1,-14.6,0.0,0.00,0.49,3.9,5.10,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
