MARKET_NAME,DATE,FB_LOWER_IMPRESSIONS,FB_UPPER_IMPRESSIONS,FB_APP_IMPRESSIONS,FB_LOWER_CLICKS,FB_UPPER_CLICKS,FB_APP_CLICKS,FB_LOWER_COST,FB_UPPER_COST,FB_APP_COST,FB_VIDEO_IMPRESSIONS,FB_STATIC_IMPRESSIONS,FB_VIDEO_CLICKS,FB_STATIC_CLICKS,FB_VIDEO_COST,FB_STATIC_COST,FB_TOTAL_IMPRESSIONS,FB_TOTAL_CLICKS,FB_TOTAL_COST,PMAX_LOCAL,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS,GOOGLE_SEARCH_BRAND_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_YOUTUBE_IMPRESSIONS,GOOGLE_SEARCH_NONBRAND_CLICKS,GOOGLE_SEARCH_BRAND_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_YOUTUBE_CLICKS,GOOGLE_SEARCH_NONBRAND_COST,GOOGLE_SEARCH_BRAND_COST,GOOGLE_PMAX_COST,GOOGLE_DISPLAY_COST,GOOGLE_YOUTUBE_COST,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS_2,GOOGLE_PMAX_IMPRESSIONS_2,GOOGLE_OTHER_IMPRESSIONS_2,GOOGLE_SEARCH_NONBRAND_CLICKS_2,GOOGLE_PMAX_CLICKS_2,GOOGLE_OTHER_CLICKS_2,GOOGLE_SEARCH_NONBRAND_COST_2,GOOGLE_PMAX_COST_2,GOOGLE_OTHER_COST_2,GOOGLE_TOTAL_IMPRESSIONS,GOOGLE_TOTAL_CLICKS,GOOGLE_TOTAL_COST,BING_SEARCH_BRAND_IMPRESSIONS,BING_SEARCH_NONBRAND_IMPRESSIONS,BING_OTHER_IMPRESSIONS,BING_SEARCH_BRAND_CLICKS,BING_SEARCH_NONBRAND_CLICKS,BING_OTHER_CLICKS,BING_SEARCH_BRAND_COST,BING_SEARCH_NONBRAND_COST,BING_OTHER_COST,BING_TOTAL_IMPRESSIONS,BING_TOTAL_CLICKS,BING_TOTAL_COST,GMV_NET_EUR,GMV_GROSS_EUR,BOOKINGS,ACTIVE_INCL_HIDDEN_VEHICLES,ACTIVE_VEHICLE_LOCATIONS,ACTIVE_VEHICLES,ACTIVE_VEHICLES_CAR,ACTIVE_VEHICLES_VAN,ACTIVE_VEHICLES_MINIBUS,ACTIVE_VEHICLES_MOVINGTRUCK,ACTIVE_VEHICLES_OTHERS,OCCUPANCY_RATE,OCCUPANCY_RATE_CAR,OCCUPANCY_RATE_VAN,OCCUPANCY_RATE_MINIBUS,OCCUPANCY_RATE_MOVINGTRUCK,OCCUPANCY_RATE_7D,OCCUPANCY_RATE_CAR_7D,OCCUPANCY_RATE_VAN_7D,OCCUPANCY_RATE_MINIBUS_7D,OCCUPANCY_RATE_MOVINGTRUCK_7D,OCCUPANCY_RATE_30D,OCCUPANCY_RATE_CAR_30D,OCCUPANCY_RATE_VAN_30D,OCCUPANCY_RATE_MINIBUS_30D,OCCUPANCY_RATE_MOVINGTRUCK_30D,AVAILABILITY_RATE,AVAILABILITY_RATE_CAR,AVAILABILITY_RATE_VAN,AVAILABILITY_RATE_MINIBUS,AVAILABILITY_RATE_MOVINGTRUCK,CRM_EMAIL_NEWSLETTER_SENDS,CRM_EMAIL_NEWSLETTER_OPENS,CRM_EMAIL_NEWSLETTER_CLICKS,CRM_EMAIL_JOURNEY_SENDS,CRM_EMAIL_JOURNEY_OPENS,CRM_EMAIL_JOURNEY_CLICKS,CRM_EMAIL_TOTAL_SENDS,CRM_EMAIL_TOTAL_OPENS,CRM_EMAIL_TOTAL_CLICKS,CRM_EMAIL_UNSUBSCRIBES,CRM_REACHABLE_AUDIENCE,CRM_CUMULATIVE_USERS,CRM_CUMULATIVE_UNSUBSCRIBES,IS_HOLIDAY,IS_LONG_WEEKEND,IS_BRIDGE_DAY,IS_SCHOOL_HOLIDAY,HOLIDAY_NAMES,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,PRECIPITATION_MM,SNOWFALL_CM,SNOW_DEPTH_M,WINDSPEED_MAX_KMH,SUNSHINE_HOURS,WEATHER_CODE,WEATHER_CONDITION,WEATHER_BUCKET,IS_FREEZING,IS_HOT,IS_SNOWING,IS_RAINING,IS_DRY,SESSIONS,NEW_USERS,TOTAL_USERS,ACTIVE_1DAY_USERS,N_LOCATIONS_ON_MARKETING,N_LOCATIONS,N_PARTNERS,N_PARTNERS_ON_MARKETING,AVG_BASE_PRICE,AVG_BASE_CAR_PRICE,AVG_PRICE,AVG_CAR_PRICE,SEO_BRAND_CLICKS_MONTH,SEO_BRAND_IMPRESSIONS_MONTH
Norway,2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,16.0,8.9,13.1,2.4,0.00,0.00,29.1,13.78,55,heavy_drizzle,rain,0,0,0,1,0,,,,,,,,,,,,,,
Spain,2025-06-03,13782,127008,0,61,133,0,95.15,41.08,0,25574,115216,50,144,86.48,49.75,140790,194,136.23,1,13416,341,78011,0,0,1878,140,444,0,0,1166.65000000,17.87000000,111.37000000,0.00000000,0.00000000,13416,78011,341,1878,444,140,1166.65000000,111.37000000,17.87000000,91768,2462,1295.89000000,7,20166,16304,1,1083,173,0.07,229.32,8.33,36477,1257,237.72,20599.920000000000,22339.720000000000,170,1112,1239,1081,645,263,162,8,3,0.474576,0.524793,0.473510,0.318182,0.111111,0.499884,0.534787,0.505671,0.387283,0.196721,0.450226,0.481650,0.453197,0.348561,0.307359,0.525424,0.475207,0.526490,0.681818,0.888889,0,0,0,116,59,5,116,59,5,3,33444,35649,2205,0,0,0,0,,23.6,11.5,15.9,4.9,0.00,0.00,23.7,13.47,63,rain,rain,0,0,0,1,0,10528,7399,8708,8536,,,,,,,,,377,1344
Sweden,2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,20.3,9.9,15.0,0.0,0.00,0.00,15.0,17.18,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
USA,2025-06-03,11546,0,0,76,0,0,144.818,0,0,515,11031,3,73,7.7235,137.0945,11546,76,144.818,1,2488,70,15863,0,0,283,21,169,0,0,930.88600000,14.44950000,414.44700000,0.00000000,0.00000000,2488,15863,70,283,169,21,930.88600000,414.44700000,14.44950000,18421,473,1359.78250000,,,,,,,,,,,,,9835.758500000000,9835.758500000000,21,155,214,154,0,0,0,0,154,0.560748,,,,,0.509751,,,,,0.471323,,,,,0.439252,,,,,0,0,0,5,4,2,5,4,2,0,1703,1703,0,0,0,0,0,,,,,,,,,,,,,,,,,,1646,1141,1302,1272,,,,,,,,,113,1301
Belgium,2025-06-04,13513,0,0,137,0,0,103.9,0,0,13513,0,137,0,103.9,0,13513,137,103.9,1,9185,358,39311,0,0,1321,134,241,0,0,1044.08000000,18.09000000,101.79000000,0.00000000,0.00000000,9185,39311,358,1321,241,134,1044.08000000,101.79000000,18.09000000,48854,1696,1163.96000000,16,772,1778,2,37,13,0.55,17.44,2.71,2566,52,20.7,21564.640000000000,25321.270000000000,104,713,792,667,430,135,76,22,4,0.505051,0.612717,0.361842,0.244444,0.185185,0.498190,0.572765,0.381404,0.353226,0.264550,0.496517,0.572966,0.393887,0.304869,0.302469,0.494949,0.387283,0.638158,0.755556,0.814815,0,0,0,25,17,10,25,17,10,0,12564,13766,1202,0,0,0,0,,17.8,12.5,15.1,1.2,0.00,0.00,18.1,6.73,53,drizzle,rain,0,0,0,1,0,4842,3018,3803,3697,,,,,62.532219570406,54.469696969697,53.902147971360,46.352272727273,90,5216
Denmark,2025-06-04,64514,39825,0,368,17,0,398.185333333,46.556,0,18058,86281,62,323,128.818666667,315.922666667,104339,385,444.741333333,1,7753,0,0,34075,0,1233,0,0,239,0,2709.22666667,0.00000000,0.00000000,44.47866667,0.00000000,7753,0,34075,1233,0,239,2709.22666667,0.00000000,44.47866667,41828,1472,2753.70533334,131,380,437,46,47,2,24.189333333,36.018666667,1.24,948,95,61.448,106436.350666720000,118711.001333390000,466,2566,2466,2260,1282,495,143,298,42,0.581103,0.695531,0.436047,0.362500,0.460317,0.660882,0.737968,0.579690,0.467509,0.606005,0.621007,0.737535,0.475757,0.440377,0.493721,0.418897,0.304469,0.563953,0.637500,0.539683,0,0,0,156,121,49,156,121,49,7,179510,256887,77377,0,0,0,0,Constitution Day | Constitution Day,18.0,9.9,14.8,4.3,0.00,0.00,23.3,10.89,55,heavy_drizzle,rain,0,0,0,1,0,10903,6564,8906,8440,,,,,475.162923351159,344.034339846063,394.015329768271,287.741859088218,13932,20241
Germany,2025-06-04,4724,9766,0,56,6,0,56.13,9.41,0,2339,12151,8,54,8.41,57.13,14490,62,65.54,1,10103,295,98204,0,0,1240,89,322,0,0,1436.46000000,34.09000000,55.08000000,0.00000000,0.00000000,10103,98204,295,1240,322,89,1436.46000000,55.08000000,34.09000000,108602,1651,1525.63000000,5,1197,1330,1,60,3,0.05,35.88,1.95,2532,64,37.88,13003.780000000000,14277.900000000000,94,871,896,821,526,180,88,13,14,0.364955,0.453125,0.235602,0.181818,0.133333,0.346359,0.389963,0.295167,0.247606,0.273585,0.332861,0.389247,0.254229,0.231515,0.211934,0.635045,0.546875,0.764398,0.818182,0.866667,0,0,0,15,9,4,15,9,4,2,12191,14265,2074,0,0,0,0,,20.5,12.9,17.2,2.9,0.00,0.00,21.8,10.28,55,heavy_drizzle,rain,0,0,0,1,0,4847,3194,3874,3776,,,,,74.303382663848,66.470099667774,75.891120507400,70.026578073090,264,1879
Netherlands,2025-06-04,44755,35850,0,392,36,0,474.61,38.28,0,32435,48170,218,210,349.85,163.04,80605,428,512.89,1,15898,1117,8015,0,0,2022,397,626,0,0,3321.85000000,31.24000000,588.39000000,0.00000000,0.00000000,15898,8015,1117,2022,626,397,3321.85000000,588.39000000,31.24000000,25030,3045,3941.48000000,49,555,1974,20,44,3,1.15,30.66,1.09,2578,67,32.9,54366.860000000000,66830.010000000000,268,2045,2594,1999,1213,424,213,135,14,0.434850,0.527919,0.289157,0.296000,0.312139,0.479204,0.570124,0.314510,0.416378,0.340965,0.450133,0.548787,0.304717,0.305351,0.319415,0.565150,0.472081,0.710843,0.704000,0.687861,0,0,0,272,197,37,272,197,37,5,64428,83161,18733,0,0,0,0,,18.8,12.1,15.8,1.9,0.00,0.00,20.4,11.49,53,drizzle,rain,0,0,0,1,0,11767,7181,9266,8933,,,,,62.677895533687,55.770676691729,58.007948523846,45.655388471178,726,8395
Norway,2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,15.9,10.7,13.2,3.6,0.00,0.00,26.4,10.79,53,drizzle,rain,0,0,0,1,0,,,,,,,,,,,,,,
Spain,2025-06-04,11649,66216,0,84,62,0,91.16,28.81,0,39132,38733,69,77,91.56,28.41,77865,146,119.97,1,12451,311,75357,0,0,1852,138,344,0,0,1144.83000000,17.13000000,84.10000000,0.00000000,0.00000000,12451,75357,311,1852,344,138,1144.83000000,84.10000000,17.13000000,88119,2334,1246.06000000,10,10845,13718,3,576,149,0.15,118.9,5.27,24573,728,124.32,21866.950000000000,23689.650000000000,154,1108,1237,1075,645,260,159,8,3,0.477769,0.526099,0.501661,0.282051,0.222222,0.495776,0.532819,0.503791,0.372379,0.177419,0.453262,0.484480,0.456763,0.351365,0.309013,0.522231,0.473901,0.498339,0.717949,0.777778,0,0,0,107,76,16,107,76,16,0,33482,35687,2205,0,0,0,0,,22.9,9.4,16.5,0.0,0.00,0.00,14.6,14.00,3,overcast,cloudy,0,0,0,0,1,7779,5253,6414,6281,,,,,48.633858267717,39.067114093960,41.101574803150,35.071140939597,377,1344
Sweden,2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,National Day of Sweden | National Day of Sweden,19.4,10.2,15.5,0.2,0.00,0.00,22.8,17.00,51,light_drizzle,rain,0,0,0,0,1,,,,,,,,,,,,,,
USA,2025-06-04,10254,0,0,45,0,0,142.025,0,0,470,9784,2,43,7.5525,134.4725,10254,45,142.025,1,2600,59,21402,0,0,330,13,243,0,0,1192.78200000,6.38400000,638.99850000,0.00000000,0.00000000,2600,21402,59,330,243,13,1192.78200000,638.99850000,6.38400000,24061,586,1838.16450000,,,,,,,,,,,,,6532.637000000000,7790.209000000000,30,156,216,155,0,0,0,0,155,0.592593,,,,,0.531858,,,,,0.476941,,,,,0.407407,,,,,0,0,0,6,4,1,6,4,1,0,1709,1709,0,0,0,0,0,,,,,,,,,,,,,,,,,,789,559,661,645,,,,,71.283720930233,53.849462365591,67.841860465116,50.193548387097,113,1301
Belgium,2025-06-05,15450,0,0,147,0,0,104.4,0,0,15450,0,147,0,104.4,0,15450,147,104.4,1,8705,305,34295,0,0,1192,114,250,0,0,955.44000000,15.26000000,118.92000000,0.00000000,0.00000000,8705,34295,305,1192,250,114,955.44000000,118.92000000,15.26000000,43305,1556,1089.62000000,28,1372,1973,6,38,15,3.69,17.18,3.13,3373,59,24,15639.680000000000,17280.470000000000,84,696,776,650,426,125,75,20,4,0.525773,0.618217,0.408451,0.258427,0.320000,0.502538,0.581728,0.389101,0.328502,0.251337,0.496535,0.572837,0.393769,0.304432,0.305693,0.474227,0.381783,0.591549,0.741573,0.680000,0,0,0,9,7,4,9,7,4,0,12571,13773,1202,0,0,0,0,,17.5,11.2,14.5,10.4,0.00,0.00,28.1,4.76,63,rain,rain,0,0,0,1,0,2315,1410,1970,1906,,,,,61.711678832117,53.900952380952,53.008515815085,46.325714285714,90,5216
Denmark,2025-06-05,63970,43245,0,466,24,0,399.145333333,46.146666667,0,19043,88172,90,400,128.874666667,316.417333333,107215,490,445.292,1,8368,0,0,51454,0,1299,0,0,240,0,2787.30800000,0.00000000,0.00000000,43.21200000,0.00000000,8368,0,51454,1299,0,240,2787.30800000,0.00000000,43.21200000,59822,1539,2830.52000000,91,154,139,33,23,0,11.872,18.822666667,0,384,56,30.694666667,78987.012000060000,89475.044000060000,352,2568,2469,2262,1283,496,143,297,43,0.614824,0.699442,0.509653,0.418750,0.555911,0.648762,0.728020,0.564869,0.451033,0.587619,0.622652,0.736977,0.480495,0.443422,0.499095,0.385176,0.300558,0.490347,0.581250,0.444089,0,0,0,164,118,35,164,118,35,4,179599,256979,77380,1,0,0,0,Constitution Day | Constitution Day,17.1,8.9,13.6,3.5,0.00,0.00,22.4,10.51,63,rain,rain,0,0,0,1,0,5039,2541,4077,3811,,,,,474.910612535613,343.969248965109,393.799857549858,287.696037847428,13932,20241
Germany,2025-06-05,4656,9938,0,56,8,0,53.73,9.95,0,3213,11381,8,56,9.78,53.9,14594,64,63.68,1,9249,424,91305,0,0,1126,98,275,0,0,1328.81000000,37.53000000,43.92000000,0.00000000,0.00000000,9249,91305,424,1126,275,98,1328.81000000,43.92000000,37.53000000,100978,1499,1410.26000000,1,1036,1240,0,60,5,0,34.84,1.42,2277,65,36.26,6686.200000000000,9238.900000000000,110,869,893,818,523,180,88,13,14,0.359462,0.446771,0.214660,0.222222,0.066667,0.354706,0.405646,0.293722,0.233894,0.283019,0.333645,0.389927,0.253988,0.234579,0.208678,0.640538,0.553229,0.785340,0.777778,0.933333,76,40,1,3,2,2,79,42,3,1,12245,14320,2075,0,0,0,0,,19.3,14.0,16.1,0.9,0.00,0.00,22.0,8.81,51,light_drizzle,rain,0,0,0,0,1,2342,1539,2020,1966,,,,,74.305084745763,66.471666666667,75.998940677966,70.176666666667,264,1879
Netherlands,2025-06-05,44612,35110,0,417,22,0,451.11,38.65,0,24913,54809,173,266,294.51,195.25,79722,439,489.76,1,16357,1062,7175,0,0,2051,396,506,0,0,3465.01000000,34.52000000,495.41000000,0.00000000,0.00000000,16357,7175,1062,2051,506,396,3465.01000000,495.41000000,34.52000000,24594,2953,3994.94000000,36,767,1807,19,90,9,1.18,64.18,2.99,2610,118,68.35,55164.450000000000,66706.300000000000,321,2043,2590,1996,1210,424,213,135,14,0.450965,0.549618,0.283993,0.384000,0.248555,0.473780,0.566414,0.308939,0.405063,0.327049,0.452779,0.551254,0.306281,0.312064,0.319607,0.549035,0.450382,0.716007,0.616000,0.751445,0,0,0,231,176,20,231,176,20,1,64526,83260,18734,0,0,0,0,,17.5,11.3,14.7,11.1,0.00,0.00,21.8,8.00,63,rain,rain,0,0,0,1,0,5840,3353,4876,4690,,,,,62.702917771883,55.772128060264,58.030693444487,45.661644695543,726,8395
Norway,2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,15.1,8.8,12.2,2.9,0.00,0.00,27.0,12.99,53,drizzle,rain,0,0,0,1,0,,,,,,,,,,,,,,
Spain,2025-06-05,13711,68768,0,79,54,0,73.63,32.12,0,39660,42819,62,71,73.67,32.08,82479,133,105.75,1,12145,293,72608,0,0,1805,129,375,0,0,1131.33000000,17.61000000,92.26000000,0.00000000,0.00000000,12145,72608,293,1805,375,129,1131.33000000,92.26000000,17.61000000,85046,2309,1241.20000000,4,7896,12855,0,456,127,0,125.08,6.95,20755,583,132.03,16006.880000000000,23233.290000000000,131,1115,1237,1076,645,262,158,8,3,0.511722,0.544704,0.564356,0.324742,0.333333,0.491839,0.530818,0.501425,0.357971,0.190476,0.456083,0.487464,0.459835,0.353395,0.302128,0.488278,0.455296,0.435644,0.675258,0.666667,0,0,0,117,70,16,117,70,16,0,33527,35732,2205,0,0,0,0,,25.0,13.2,19.2,0.0,0.00,0.00,12.3,14.00,3,overcast,cloudy,0,0,0,0,1,3666,2445,3245,3167,,,,,48.777429467085,39.201612903226,41.126959247649,35.076612903226,377,1344
Sweden,2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,National Day of Sweden | National Day of Sweden,19.1,11.4,15.1,0.1,0.00,0.00,17.9,17.34,51,light_drizzle,rain,0,0,0,0,1,,,,,,,,,,,,,,
USA,2025-06-05,10131,0,0,41,0,0,138.244,0,0,497,9634,1,40,6.6785,131.5655,10131,41,138.244,1,2568,49,22240,0,0,297,14,213,0,0,1065.87150000,8.47400000,473.67000000,0.00000000,0.00000000,2568,22240,49,297,213,14,1065.87150000,473.67000000,8.47400000,24857,524,1548.01550000,,,,,,,,,,,,,7731.100000000000,8250.104000000000,17,157,217,156,0,0,0,0,156,0.599078,,,,,0.550434,,,,,0.482080,,,,,0.400922,,,,,0,0,0,1,1,0,1,1,0,0,1710,1710,0,0,0,0,0,,,,,,,,,,,,,,,,,,385,248,321,310,,,,,71.436619718310,53.824175824176,68.103286384977,50.417582417582,113,1301
Belgium,2025-06-06,16013,0,0,159,0,0,109.65,0,0,16013,0,159,0,109.65,0,16013,159,109.65,1,8271,335,31317,0,0,1143,109,236,0,0,917.33000000,14.11000000,102.69000000,0.00000000,0.00000000,8271,31317,335,1143,236,109,917.33000000,102.69000000,14.11000000,39923,1488,1034.13000000,16,1143,1174,4,26,14,1.36,13.31,2.85,2333,44,17.52,28407.220000000000,31371.520000000000,98,698,778,652,427,126,75,20,4,0.551414,0.640232,0.377622,0.393258,0.360000,0.502089,0.588543,0.376323,0.311897,0.227027,0.497716,0.573887,0.392741,0.309762,0.307692,0.448586,0.359768,0.622378,0.606742,0.640000,0,0,0,31,21,7,31,21,7,0,12596,13798,1202,0,0,0,0,,18.8,12.4,15.3,3.4,0.00,0.00,26.4,12.76,61,light_rain,rain,0,0,0,1,0,2242,1356,1881,1825,,,,,61.770631067961,53.935361216730,52.983009708738,46.249049429658,90,5216
Denmark,2025-06-06,65071,43601,0,444,29,0,371.646666667,46.601333333,0,17482,91190,73,400,114.216,304.032,108672,473,418.248,1,7624,0,0,37545,0,1201,0,0,237,0,2685.84399999,0.00000000,0.00000000,39.18933333,0.00000000,7624,0,37545,1201,0,237,2685.84399999,0.00000000,39.18933333,45169,1438,2725.03333332,143,510,219,55,19,1,24.074666667,8.669333333,0.1146666667,872,75,32.858666667,101872.106666750000,108292.834666750000,446,2574,2472,2269,1290,497,143,296,43,0.647654,0.742540,0.539499,0.525000,0.500000,0.634115,0.718144,0.541886,0.436771,0.559105,0.625367,0.738013,0.486169,0.448814,0.502183,0.352346,0.257460,0.460501,0.475000,0.500000,0,0,0,302,203,74,302,203,74,8,179783,257170,77387,0,0,0,0,Pentecost | Pentecost,16.1,10.8,13.7,11.8,0.00,0.00,35.4,11.06,63,rain,rain,0,0,0,1,0,5222,2460,4073,3817,,,,,474.342704626335,344.121462264151,393.575444839858,288.030070754717,13932,20241
Germany,2025-06-06,5067,9427,0,54,8,0,56.61,9.42,0,1584,12910,2,60,7.32,58.71,14494,62,66.03,1,8785,362,88868,0,0,1000,114,296,0,0,1193.65000000,37.29000000,39.12000000,0.00000000,0.00000000,8785,88868,362,1000,296,114,1193.65000000,39.12000000,37.29000000,98015,1410,1270.06000000,1,849,927,0,41,4,0,19.61,1.27,1777,45,20.88,9318.740000000000,13106.580000000000,109,869,890,816,523,179,88,12,14,0.425843,0.480769,0.342105,0.353535,0.214286,0.360616,0.419419,0.287218,0.224138,0.250000,0.336360,0.391204,0.257994,0.241621,0.214137,0.574157,0.519231,0.657895,0.646465,0.785714,0,0,0,49,21,8,49,21,8,0,12289,14364,2075,0,0,0,0,Pentecost | Pentecost,19.4,14.4,16.6,2.5,0.00,0.00,25.1,12.81,53,drizzle,rain,0,0,0,1,0,2152,1367,1832,1779,,,,,74.168610816543,66.271214642263,75.875927889714,69.978369384359,264,1879
Netherlands,2025-06-06,43605,35657,0,404,37,0,452.73,39.74,0,23723,55539,161,280,289.47,203,79262,441,492.47,1,15199,1228,6970,0,0,1994,416,577,0,0,3269.05000000,35.01000000,511.31000000,0.00000000,0.00000000,15199,6970,1228,1994,577,416,3269.05000000,511.31000000,35.01000000,23397,2987,3815.37000000,51,886,3257,22,78,8,2.08,54.5,2.24,4194,108,58.82,60044.730000000000,67044.910000000000,328,2040,2592,1992,1204,426,213,135,14,0.539352,0.652618,0.278438,0.600000,0.352601,0.471449,0.570856,0.284698,0.415614,0.317995,0.457085,0.555975,0.305886,0.325606,0.321147,0.460648,0.347382,0.721562,0.400000,0.647399,0,0,0,305,211,40,305,211,40,2,64619,83355,18736,0,0,0,0,Pentecost | Pentecost,18.3,12.9,15.1,6.7,0.00,0.00,25.8,14.09,61,light_rain,rain,0,0,0,1,0,6289,3326,4958,4748,,,,,62.618092354277,55.761335012594,57.921271763815,45.663727959698,726,8395
Norway,2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Pentecost | Pentecost,16.3,11.1,12.7,19.9,0.00,0.00,14.5,2.88,63,rain,rain,0,0,0,1,0,,,,,,,,,,,,,,
Spain,2025-06-06,18954,68673,0,116,51,0,97.78,34.56,0,42318,45309,94,73,95.58,36.76,87627,167,132.34,1,11806,276,66279,0,0,1779,122,335,0,0,1030.87000000,9.64000000,76.79000000,0.00000000,0.00000000,11806,66279,276,1779,335,122,1030.87000000,76.79000000,9.64000000,78361,2236,1117.30000000,4,6515,11209,2,519,127,0.28,124.31,6.82,17728,648,131.41,19991.450000000000,24475.390000000000,184,1117,1239,1080,645,264,161,7,3,0.505246,0.537190,0.536184,0.360406,0.250000,0.490287,0.529296,0.505213,0.347353,0.193548,0.458640,0.490666,0.460957,0.356220,0.292373,0.494754,0.462810,0.463816,0.639594,0.750000,0,0,0,166,98,16,166,98,16,0,33577,35782,2205,0,0,0,0,,27.6,13.1,20.5,0.0,0.00,0.00,14.7,14.00,3,overcast,cloudy,0,0,0,0,1,3580,2396,3119,3038,,,,,48.785266457680,39.249664429530,41.111285266458,35.083221476510,377,1344
Sweden,2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,Pentecost | Pentecost,17.4,10.4,14.1,7.9,0.00,0.00,24.1,10.05,63,rain,rain,0,0,0,1,0,,,,,,,,,,,,,,
USA,2025-06-06,10108,0,0,52,0,0,134.425,0,0,428,9680,0,52,5.529,128.896,10108,52,134.425,1,2793,64,21339,0,0,291,16,235,0,0,1044.45850000,9.55700000,549.78400000,0.00000000,0.00000000,2793,21339,64,291,235,16,1044.45850000,549.78400000,9.55700000,24196,542,1603.79950000,,,,,,,,,,,,,9263.022500000000,9263.222000000000,25,157,217,156,0,0,0,0,156,0.700461,,,,,0.575899,,,,,0.490225,,,,,0.299539,,,,,0,0,0,1,1,0,1,1,0,0,1711,1711,0,0,0,0,0,,,,,,,,,,,,,,,,,,430,258,341,327,,,,,71.436619718310,53.824175824176,68.103286384977,50.417582417582,113,1301
Belgium,2025-06-07,16422,0,0,145,0,0,108.43,0,0,16422,0,145,0,108.43,0,16422,145,108.43,1,7243,268,30137,0,0,931,88,178,0,0,596.97000000,13.67000000,69.35000000,0.00000000,0.00000000,7243,30137,268,931,178,88,596.97000000,69.35000000,13.67000000,37648,1197,679.99000000,11,720,400,2,21,5,0.45,6.3,1.98,1131,28,8.73,6427.730000000000,14930.570000000000,42,698,778,652,427,126,75,20,4,0.600257,0.649903,0.489510,0.516854,0.600000,0.509283,0.596748,0.373062,0.317817,0.273224,0.500593,0.575453,0.396507,0.317363,0.314677,0.399743,0.350097,0.510490,0.483146,0.400000,0,0,0,30,22,11,30,22,11,4,12617,13821,1204,0,0,0,0,Whit Monday | Whit Monday,16.4,11.6,13.8,9.6,0.00,0.00,27.6,8.73,61,light_rain,rain,0,0,0,1,0,1766,1115,1532,1468,,,,,61.770631067961,53.935361216730,52.983009708738,46.249049429658,90,5216
Denmark,2025-06-07,72475,43802,0,560,32,0,395.681333333,49.98,0,17912,98365,75,517,120.722666667,324.938666667,116277,592,445.661333333,1,7439,0,0,49270,0,1134,0,0,200,0,2491.25066666,0.00000000,0.00000000,38.52400000,0.00000000,7439,0,49270,1134,0,200,2491.25066666,0.00000000,38.52400000,56709,1334,2529.77466666,80,126,63,35,21,0,12.144,7.214666667,-2.664535259e-15,269,56,19.358666667,49693.244000020000,53764.326666700000,205,2577,2477,2272,1293,498,142,296,43,0.714574,0.766620,0.657033,0.603774,0.681672,0.629196,0.716253,0.533444,0.428315,0.545247,0.629818,0.739990,0.494318,0.454196,0.510067,0.285426,0.233380,0.342967,0.396226,0.318328,0,0,0,295,203,85,295,203,85,11,179954,257349,77395,0,0,0,0,Whit Monday | Whit Monday,16.5,8.8,12.5,2.5,0.00,0.00,14.0,8.64,53,drizzle,rain,0,0,0,1,0,4372,2077,3390,3165,,,,,474.232682060391,344.074117647059,393.762699822380,288.027058823529,13932,20241
